GFE_ID,SYSTEM_SITE,TTC_Species,CU_River,TTC_STOCK_MATCH,TTC_RECORD_MATCH,TTC_MATCH_COMMENT,TTC_METHOD,TTC_QUALITY,GFE_TYPE,SPECIES_QUALIFIED,Y_LAT,X_LONGT,CU_TYPE,FULL_CU_IN,POP_ID,IS_INDICATOR,cuid,cu_name_pse,pointid,streamid,indicator,stream_name_pse,latitude,longitude,PSE_source,X.1920,X.1921,X.1922,X.1923,X.1924,X.1925,X.1926,X.1927,X.1928,X.1929,X.1930,X.1931,X.1932,X.1933,X.1934,X.1935,X.1936,X.1937,X.1938,X.1939,X.1940,X.1941,X.1942,X.1943,X.1944,X.1945,X.1946,X.1947,X.1948,X.1949,X.1950,X.1951,X.1952,X.1953,X.1954,X.1955,X.1956,X.1957,X.1958,X.1959,X.1960,X.1961,X.1962,X.1963,X.1964,X.1965,X.1966,X.1967,X.1968,X.1969,X.1970,X.1971,X.1972,X.1973,X.1974,X.1975,X.1976,X.1977,X.1978,X.1979,X.1980,X.1981,X.1982,X.1983,X.1984,X.1985,X.1986,X.1987,X.1988,X.1989,X.1990,X.1991,X.1992,X.1993,X.1994,X.1995,X.1996,X.1997,X.1998,X.1999,X.2000,X.2001,X.2002,X.2003,X.2004,X.2005,X.2006,X.2007,X.2008,X.2009,X.2010,X.2011,X.2012,X.2013,X.2014,X.2015,X.2016,X.2017,X.2018,X.2019,X.2020,X.2021,X.2022,X.2023
2490,KUTHAI LAKE,Sockeye,Taku,Taku River,Kuthai Lake Spawning Escapement Total,NA,Fence count minus broodstock,1,Lake,SEL,59.23088759,-133.2336383,Current,SEL-28-01,44575,Y,1027,Kuthai,1230,10174,Y,KUTHAI LAKE,59.23088759,-133.2336383,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658,2299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1457,6312,5427,3310,4243,5746,1934,10042,4096,1663,7697,7769,1578,6004,1015,204,1547,1442,1626,811,182,1195,208,341,1476,299,13,605,4131,26,1084,125
2222,LITTLE TRAPPER LAKE,Sockeye,Taku,Taku River,Little Trapper Spawning Escapement Total,NA,Fence count minus broodstock,1,Lake,SEL,58.49610145,-132.6049502,Current,SEL-28-02,45160,Y,1028,Little Trapper,1321,10175,Y,LITTLE TRAPPER LAKE,58.49610145,-132.6049502,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7402,13084,14889,13820,12007,10637,9606,7777,21001,12732,16685,12691,11524,5483,5924,8717,11805,11551,16860,7973,31227,9613,16009,24557,6340,2791,5443,3387,3809,10015,4840,6707,13253,7594,6376,8249,6140,7312,18913,9846,5558
2339,NESKETAHIN LAKE,Sockeye,Alsek,Alsek River,Neskataheen Lake Aerial Index,NA,Aerial survey,3,Lake,SEL,60.17402558,-137.0754633,Current,SEL-30-03,44862,N,1039,Nesketahin,1602,10138,N,NESKETAHIN LAKE,60.17402558,-137.0754633,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,456,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,4500,2500,150,2038,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
2338,VILLAGE CREEK,Sockeye,Alsek,Alsek River,Village Creek Counter,NA,Counter - mixed,1,Stream,SEL,60.12637275,-137.0778338,Current,SEL-30-03,44861,Y,1039,Nesketahin,2371,10136,Y,VILLAGE CREEK,60.12637275,-137.0778338,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490,1875,433,9569,5313,86,7447,2104,3921,4042,1583,2267,826,NA,1860,1897,2765,2778,1968,1408,979,10254,NA,887,2305,355,1372,129,189,NA,410,240,97,1497,65,685,461,285
2199,TAHLTAN RIVER,Sockeye,Stikine,Stikine River,Tahltan Lake - Counts after harvest samples,Includes wild and enhanced; back to 1959 in App B.32,Fence count,1,Stream,SEL,58.00994991,-130.9812919,Current,SEL-26-02,45144,Y,1026,Tahltan,2193,10172,Y,TAHLTAN RIVER,58.00994991,-130.9812919,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311,6387,16519,14508,1780,18353,1471,21580,38802,19726,11805,8430,18523,52454,2864,8101,8159,24111,42960,22788,10211,11018,50790,28257,21256,32777,67326,20280,6958,2536,8316,14927,50135,59907,51610,39511,31577,38161,12105,12268,10319,5670,14761,17340,53533,62952,43046,53455,20874,10416,30324,22702,34248,13463,15828,39745,33159,38458,19241,16350,36787,11158,42846,52772,37359
2211,TATSAMENIE LAKE,Sockeye,Taku,Taku River,Tatsamenie Spawning Escapement Total,"Name changed, y_lat and x_long updated. Hard code data only from TTC",Fence count,1,Stream,SEL,58.410414,-132.36855,Current,SEL-28-03,45151,Y,1029,Tatsamenie,2231,10193,Y,TATSAMENIE LAKE,58.410414,-132.36855,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4387,8026,5981,4735,1888,5570,19579,4379,2965,1357,2445,19820,8384,6176,1292,2113,6580,14305,8946,1348,939,31434,25697,3782,2508,2506,23906,20902,10566
2212,TATSATUA RIVER,NA,Taku,NA,NA,"Y_lat and X_long updated, revise to SEL CU. Hard code data restriction",NA,NA,Stream,SEL,58.464,-132.393,Current,SEL-28-02,45153,N,1029,Tatsamenie,2232,10146,N,TATSATUA RIVER,58.464,-132.393,NuSEDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13093,11446,2794,2063,3039,5736,8381,6576,5028,4371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2324,ALSEK RIVER,Sockeye,Alsek,Alsek River,Spawning Escapement,NA,Multiple,2,Stream,SER,59.4439652,-137.9907846,Current,SER-24,3339,N,1021,Alsek (river-type),41,10133,N,ALSEK RIVER,59.4439652,-137.9907846,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37142,29987,93172,100712,81581,57223,47574,NA,NA,NA,NA,83899,76598,83771,87093,63709,58836,101564,NA,81883,13071,99798,134418,39229
2325,TATSHENSHINI RIVER,Sockeye,Alsek,Alsek River,Tatshenshini River Aerial Index,NA,Aerial survey,3,Stream,SER,59.47055435,-137.7414747,Current,SER-24,44854,N,1021,Alsek (river-type),2234,10134,N,TATSHENSHINI RIVER,59.47055435,-137.7414747,NuSEDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,NA,433,1689,NA,NA,NA,NA,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2192,BRONSON CREEK,Sockeye,Multiple/Other,Stikine River,Bronson Slough Aerial Index,NA,Aerial survey,3,Stream,SER,56.6830666,-131.0695234,Current,SER-22,45139,Y,1023,Northern Transboundary Fjords (river-type),260,10142,Y,BRONSON CREEK,56.6830666,-131.0695234,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,32,138,79,62,72,27,12,9,54,32,163,13,0,0,23,0,3,0,0,0,NA,NA,6,0,NA,0,0,NA,NA,NA,NA,NA,NA
2186,CRAIG RIVER,Sockeye,Multiple/Other,Stikine River,Craig River Aerial Index,NA,Aerial survey,3,Stream,SER,56.69594601,-131.3067439,Current,SER-22,45137,N,1023,Northern Transboundary Fjords (river-type),521,10141,N,CRAIG RIVER,56.69594601,-131.3067439,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,27,0,30,0,60,0,7,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2233,HACKETT RIVER,NA,Multiple/Other,NA,NA,No current TTC Match,NA,NA,Stream,SER,58.26374657,-131.8121262,Current,SER-22,45169,N,1023,Northern Transboundary Fjords (river-type),888,10149,N,HACKETT RIVER,58.26374657,-131.8121262,NuSEDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2309,1004,910,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2224,NAHLIN RIVER,Sockeye,Multiple/Other,Taku River,Nahlin River Weir,NA,Fence count minus broodstocl,1,Stream,SER,58.77672495,-132.0933965,Current,SER-22,45162,N,1023,Northern Transboundary Fjords (river-type),1559,10148,N,NAHLIN RIVER,58.77672495,-132.0933965,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,2515,NA,297,2463,960,3711,2538,1857,345,NA,NA,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2216,NAKINA RIVER,NA,Multiple/Other,NA,NA,No current TTC Match. Y_lat and X_long updated,NA,NA,Stream,SER,59.114,-133.001,Current,SER-22,45156,N,1023,Northern Transboundary Fjords (river-type),1565,10147,N,NAKINA RIVER,59.114,-133.001,NuSEDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,704,337,499,1108,778,520,NA,15,141,98,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2138,PORCUPINE RIVER,Sockeye,Multiple/Other,Stikine River,Porcupine Slough Aerial Index,NA,Aerial survey,3,Stream,SER,57.06458095,-131.7451645,Current,SER-22,45490,Y,1023,Northern Transboundary Fjords (river-type),1766,10151,Y,PORCUPINE RIVER,57.06458095,-131.7451645,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,69,6,62,22,133,31,61,90,141,66,11,149,25,89,64,86,268,95,239,56,111,59,34,33,0,187,NA,15,151,22,NA,6,13,4,0,18,145,0,73
2148,SCUD RIVER,Sockeye,Multiple/Other,Stikine River,Scud River Aerial Index,NA,Aerial survey,3,Stream,SER,57.28013729,-131.8231643,Current,SER-22,45495,Y,1023,Northern Transboundary Fjords (river-type),1949,10152,Y,SCUD RIVER,57.28013729,-131.8231643,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,282,151,490,219,269,301,100,1242,321,292,260,351,271,246,301,86,2037,216,71,262,124,288,17,41,45,300,NA,0,22,332,NA,16,5,9,232,69,0,381,356
2118,STIKINE RIVER,Sockeye,Multiple/Other,Stikine River,Escapement - Mainstem,NA,Mark-recapture,2,Stream,SER,56.65763571,-131.8489365,Current,SER-22,45487,Y,1023,Northern Transboundary Fjords (river-type),2144,10150,Y,STIKINE RIVER,56.65763571,-131.8489365,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16608,30806,61072,19964,29307,38107,90617,30910,21023,22841,45103,22638,44880,65392,71792,34636,42850,45852,37436,19175,6071,10132,40855,27154,57972,36728,34788,27603,20865,16178,17148,24831,29393,33812,27091,19691,26432,28646,11678,12159,23174,7126,31896,45250,18060
2203,TAKU RIVER,Sockeye,Multiple/Other,Taku River,Natural Spawning Escapement,NA,Mark-recapture,2,Stream,SER,58.58141871,-133.6555912,Current,SER-22,45148,Y,1023,Northern Transboundary Fjords (river-type),2205,10145,Y,TAKU RIVER,58.58141871,-133.6555912,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46751,38963,34167,24522,43280,38431,48583,42174,39842,46611,40655,65843,60275,26258,50121,66658,68229,111664,49179,82376
2155,TUYA RIVER,NA,Multiple/Other,NA,NA,No current TTC Match,NA,NA,Stream,SER,58.04071524,-130.8513656,Current,SER-22,45135,N,1023,Northern Transboundary Fjords (river-type),2328,10140,N,TUYA RIVER,58.04071524,-130.8513656,NuSEDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104,10239,7919,8531,3411,NA,NA,NA,NA,NA,3325,27664,18176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2193,VERRETT RIVER,Sockeye,Multiple/Other,Stikine River,Verret River Aerial Index,NA,Aerial survey,3,Stream,SER,56.69779686,-130.9972443,Current,SER-22,45141,Y,1023,Northern Transboundary Fjords (river-type),2366,10144,Y,VERRETT RIVER,56.69779686,-130.9972443,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,383,270,103,114,180,301,179,163,107,147,47,54,116,183,98,0,217,353,54,85,158,140,45,15,17,310,NA,NA,16,172,NA,46,57,49,113,53,24,79,164
2570,VERRETT SLOUGHS,Sockeye,Multiple/Other,Stikine River,Verret Sloughs Aerial Index,NA,Aerial survey,3,Slough,SER,56.69486324,-130.980493,Current,SER-22,44650,Y,1023,Northern Transboundary Fjords (river-type),2367,10139,Y,VERRETT SLOUGH,56.69486324,-130.980493,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,82,8,22,142,114,31,338,32,135,78,90,232,0,0,0,76,180,21,231,0,217,NA,NA,94,67,NA,6,17,38,62,19,77,70,32
NA,CANYON ISLAND,Steelhead,Taku,Taku River,Canyon Island Fishwheel Raw Count,No NuSEDS match,Fish wheel,3,NA,SH,58.552425,-133.680472,NA,NA,NA,NA,1081,Taku Summer,330,10309,N,CANYON ISLAND,58.510451,-133.806583,TTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,38,43,138,22,16,107,61,68,103,119,119,160,125,87,93,63,79,47,57,NA,52,176,93,24,11,NA,47,NA,NA,12,NA,NA,NA,NA,9
