species_abbr,cuid,cu_name_pse,year,observed_spawners,estimated_spawners,estimated_spawners_plus
CK,1004,Alsek,1976,1153,5282,NA
CK,1004,Alsek,1977,2894,12706,NA
CK,1004,Alsek,1978,2676,12034,NA
CK,1004,Alsek,1979,2454,17354,NA
CK,1004,Alsek,1980,2487,10718,NA
CK,1004,Alsek,1981,1963,8587,NA
CK,1004,Alsek,1982,1969,9584,NA
CK,1004,Alsek,1983,2237,10344,NA
CK,1004,Alsek,1984,2062,7213,NA
CK,1004,Alsek,1985,1699,6087,NA
CK,1004,Alsek,1986,3663,11069,NA
CK,1004,Alsek,1987,3595,11276,NA
CK,1004,Alsek,1988,2654,8852,NA
CK,1004,Alsek,1989,2481,10178,NA
CK,1004,Alsek,1990,2099,8775,NA
CK,1004,Alsek,1991,2518,11667,NA
CK,1004,Alsek,1992,1421,5773,NA
CK,1004,Alsek,1993,3947,13917,NA
CK,1004,Alsek,1994,4386,15970,NA
CK,1004,Alsek,1995,5992,24772,NA
CK,1004,Alsek,1996,3756,15922,NA
CK,1004,Alsek,1997,3128,12494,NA
CK,1004,Alsek,1998,8426,6833,NA
CK,1004,Alsek,1999,17399,14615,NA
CK,1004,Alsek,2000,9574,7905,NA
CK,1004,Alsek,2001,9294,6705,NA
CK,1004,Alsek,2002,8360,5569,NA
CK,1004,Alsek,2003,7807,5904,NA
CK,1004,Alsek,2004,9658,7083,NA
CK,1004,Alsek,2005,1129,4390,NA
CK,1004,Alsek,2006,701,2321,NA
CK,1004,Alsek,2007,792,2827,NA
CK,1004,Alsek,2008,583,1885,NA
CK,1004,Alsek,2009,1518,6239,NA
CK,1004,Alsek,2010,2259,9526,NA
CK,1004,Alsek,2011,1610,6850,NA
CK,1004,Alsek,2012,693,3027,NA
CK,1004,Alsek,2013,1227,4992,NA
CK,1004,Alsek,2014,832,3357,NA
CK,1004,Alsek,2015,1388,5697,NA
CK,1004,Alsek,2016,646,2514,NA
CK,1004,Alsek,2017,443,1741,NA
CK,1004,Alsek,2018,1087,4348,NA
CK,1004,Alsek,2019,1573,6319,NA
CK,1004,Alsek,2020,1316,5330,NA
CK,1004,Alsek,2021,1384,5562,NA
CK,1004,Alsek,2022,934,3750,NA
CK,1004,Alsek,2023,1053,4234,NA
CK,1005,Lynn Canal,1981,69,NA,NA
CK,1005,Lynn Canal,1982,123,NA,NA
CK,1005,Lynn Canal,1983,126,NA,NA
CK,1005,Lynn Canal,1984,104,NA,NA
CK,1005,Lynn Canal,1985,50,NA,NA
CK,1005,Lynn Canal,1986,9,NA,NA
CK,1005,Lynn Canal,1987,190,NA,NA
CK,1005,Lynn Canal,1988,89,NA,NA
CK,1005,Lynn Canal,1989,231,NA,NA
CK,1005,Lynn Canal,1990,42,NA,NA
CK,1005,Lynn Canal,1991,126,NA,NA
CK,1010,Stikine-Early Timing,1975,275,NA,NA
CK,1010,Stikine-Early Timing,1979,2118,NA,NA
CK,1010,Stikine-Early Timing,1980,1082,NA,NA
CK,1010,Stikine-Early Timing,1981,2410,NA,NA
CK,1010,Stikine-Early Timing,1982,2257,NA,NA
CK,1010,Stikine-Early Timing,1983,536,NA,NA
CK,1010,Stikine-Early Timing,1984,126,NA,NA
CK,1010,Stikine-Early Timing,1985,4751,NA,NA
CK,1010,Stikine-Early Timing,1986,4474,NA,NA
CK,1010,Stikine-Early Timing,1987,6485,NA,NA
CK,1010,Stikine-Early Timing,1988,12269,NA,NA
CK,1010,Stikine-Early Timing,1989,5077,NA,NA
CK,1010,Stikine-Early Timing,1990,6797,NA,NA
CK,1010,Stikine-Early Timing,1991,7144,NA,NA
CK,1010,Stikine-Early Timing,1992,8868,NA,NA
CK,1010,Stikine-Early Timing,1993,14443,NA,NA
CK,1010,Stikine-Early Timing,1994,6557,NA,NA
CK,1010,Stikine-Early Timing,1995,3920,NA,NA
CK,1010,Stikine-Early Timing,1996,5811,NA,NA
CK,1010,Stikine-Early Timing,1997,6025,NA,NA
CK,1010,Stikine-Early Timing,1998,5585,NA,NA
CK,1010,Stikine-Early Timing,1999,4733,NA,NA
CK,1010,Stikine-Early Timing,2000,6631,NA,NA
CK,1010,Stikine-Early Timing,2001,9730,NA,NA
CK,1010,Stikine-Early Timing,2002,7476,NA,NA
CK,1010,Stikine-Early Timing,2003,6492,NA,NA
CK,1010,Stikine-Early Timing,2004,16381,NA,NA
CK,1010,Stikine-Early Timing,2005,7387,NA,NA
CK,1010,Stikine-Early Timing,2006,3860,NA,NA
CK,1010,Stikine-Early Timing,2007,562,NA,NA
CK,1010,Stikine-Early Timing,2008,2663,NA,NA
CK,1010,Stikine-Early Timing,2009,2245,NA,NA
CK,1010,Stikine-Early Timing,2010,1057,NA,NA
CK,1010,Stikine-Early Timing,2011,1753,NA,NA
CK,1010,Stikine-Early Timing,2012,720,NA,NA
CK,1010,Stikine-Early Timing,2013,878,NA,NA
CK,1010,Stikine-Early Timing,2014,698,NA,NA
CK,1010,Stikine-Early Timing,2015,533,NA,NA
CK,1010,Stikine-Early Timing,2016,1041,NA,NA
CK,1010,Stikine-Early Timing,2017,492,NA,NA
CK,1010,Stikine-Early Timing,2018,470,NA,NA
CK,1010,Stikine-Early Timing,2019,556,NA,NA
CK,1010,Stikine-Early Timing,2020,347,NA,NA
CK,1010,Stikine-Early Timing,2021,1083,NA,NA
CK,1010,Stikine-Early Timing,2022,687,NA,NA
CK,1010,Stikine-Early Timing,2023,363,NA,NA
CK,1011,Stikine-Late Timing,1977,290,NA,NA
CK,1011,Stikine-Late Timing,1979,2118,NA,NA
CK,1011,Stikine-Late Timing,1980,1960,NA,NA
CK,1011,Stikine-Late Timing,1981,1852,NA,NA
CK,1011,Stikine-Late Timing,1982,1690,NA,NA
CK,1011,Stikine-Late Timing,1983,453,NA,NA
CK,1011,Stikine-Late Timing,1985,1490,NA,NA
CK,1011,Stikine-Late Timing,1986,1400,NA,NA
CK,1011,Stikine-Late Timing,1987,1390,NA,NA
CK,1011,Stikine-Late Timing,1988,4384,NA,NA
CK,1011,Stikine-Late Timing,1990,2134,NA,NA
CK,1011,Stikine-Late Timing,1991,2445,NA,NA
CK,1011,Stikine-Late Timing,1992,1891,NA,NA
CK,1011,Stikine-Late Timing,1993,4010,NA,NA
CK,1011,Stikine-Late Timing,1994,2422,NA,NA
CK,1011,Stikine-Late Timing,1995,696,NA,NA
CK,1011,Stikine-Late Timing,1996,772,NA,NA
CK,1011,Stikine-Late Timing,1997,260,NA,NA
CK,1011,Stikine-Late Timing,1998,587,NA,NA
CK,1006,Taku-Early Timing,1975,289,NA,NA
CK,1006,Taku-Early Timing,1976,765,NA,NA
CK,1006,Taku-Early Timing,1977,668,NA,NA
CK,1006,Taku-Early Timing,1978,645,NA,NA
CK,1006,Taku-Early Timing,1979,866,NA,NA
CK,1006,Taku-Early Timing,1980,1689,NA,NA
CK,1006,Taku-Early Timing,1981,3277,NA,NA
CK,1006,Taku-Early Timing,1982,1604,NA,NA
CK,1006,Taku-Early Timing,1983,687,NA,NA
CK,1006,Taku-Early Timing,1984,1127,NA,NA
CK,1006,Taku-Early Timing,1985,3014,NA,NA
CK,1006,Taku-Early Timing,1986,2218,NA,NA
CK,1006,Taku-Early Timing,1987,1589,NA,NA
CK,1006,Taku-Early Timing,1988,1844,NA,NA
CK,1006,Taku-Early Timing,1989,2510,NA,NA
CK,1006,Taku-Early Timing,1990,2650,NA,NA
CK,1006,Taku-Early Timing,1991,2809,NA,NA
CK,1006,Taku-Early Timing,1992,2902,NA,NA
CK,1006,Taku-Early Timing,1993,3639,NA,NA
CK,1006,Taku-Early Timing,1994,3605,NA,NA
CK,1006,Taku-Early Timing,1995,3586,NA,NA
CK,1006,Taku-Early Timing,1996,8426,NA,NA
CK,1006,Taku-Early Timing,1997,5246,NA,NA
CK,1006,Taku-Early Timing,1998,2461,NA,NA
CK,1006,Taku-Early Timing,1999,1280,NA,NA
CK,1006,Taku-Early Timing,2000,1370,NA,NA
CK,1006,Taku-Early Timing,2001,1616,NA,NA
CK,1006,Taku-Early Timing,2002,2125,NA,NA
CK,1006,Taku-Early Timing,2003,1941,NA,NA
CK,1006,Taku-Early Timing,2004,3729,NA,NA
CK,1006,Taku-Early Timing,2005,1004,NA,NA
CK,1006,Taku-Early Timing,2006,1549,NA,NA
CK,1006,Taku-Early Timing,2007,480,NA,NA
CK,1006,Taku-Early Timing,2008,2098,NA,NA
CK,1006,Taku-Early Timing,2009,1450,NA,NA
CK,1006,Taku-Early Timing,2010,1707,NA,NA
CK,1006,Taku-Early Timing,2011,1237,NA,NA
CK,1006,Taku-Early Timing,2012,852,NA,NA
CK,1006,Taku-Early Timing,2013,693,NA,NA
CK,1006,Taku-Early Timing,2014,497,NA,NA
CK,1006,Taku-Early Timing,2015,901,NA,NA
CK,1006,Taku-Early Timing,2016,535,NA,NA
CK,1006,Taku-Early Timing,2017,171,NA,NA
CK,1006,Taku-Early Timing,2018,631,NA,NA
CK,1006,Taku-Early Timing,2019,1231,NA,NA
CK,1006,Taku-Early Timing,2020,505,NA,NA
CK,1006,Taku-Early Timing,2021,245,NA,NA
CK,1006,Taku-Early Timing,2022,543,NA,NA
CK,1006,Taku-Early Timing,2023,865,NA,NA
CK,1008,Taku-Late Timing,1976,961,NA,NA
CK,1008,Taku-Late Timing,1977,1153,NA,NA
CK,1008,Taku-Late Timing,1978,1040,NA,NA
CK,1008,Taku-Late Timing,1979,1180,NA,NA
CK,1008,Taku-Late Timing,1980,1355,NA,NA
CK,1008,Taku-Late Timing,1981,1399,NA,NA
CK,1008,Taku-Late Timing,1982,676,NA,NA
CK,1008,Taku-Late Timing,1983,407,NA,NA
CK,1008,Taku-Late Timing,1984,895,NA,NA
CK,1008,Taku-Late Timing,1985,1981,NA,NA
CK,1008,Taku-Late Timing,1986,2077,NA,NA
CK,1008,Taku-Late Timing,1987,1330,NA,NA
CK,1008,Taku-Late Timing,1988,3303,NA,NA
CK,1008,Taku-Late Timing,1989,2344,NA,NA
CK,1008,Taku-Late Timing,1990,1682,NA,NA
CK,1008,Taku-Late Timing,1991,1734,NA,NA
CK,1008,Taku-Late Timing,1992,2406,NA,NA
CK,1008,Taku-Late Timing,1993,3075,NA,NA
CK,1008,Taku-Late Timing,1994,1516,NA,NA
CK,1008,Taku-Late Timing,1995,1228,NA,NA
CK,1008,Taku-Late Timing,1996,3631,NA,NA
CK,1008,Taku-Late Timing,1997,2508,NA,NA
CK,1008,Taku-Late Timing,1998,1148,NA,NA
CK,1008,Taku-Late Timing,1999,992,NA,NA
CK,1008,Taku-Late Timing,2000,1655,NA,NA
CK,1008,Taku-Late Timing,2001,2074,NA,NA
CK,1008,Taku-Late Timing,2002,2090,NA,NA
CK,1008,Taku-Late Timing,2003,1850,NA,NA
CK,1008,Taku-Late Timing,2004,2224,NA,NA
CK,1008,Taku-Late Timing,2005,1979,NA,NA
CK,1008,Taku-Late Timing,2006,2088,NA,NA
CK,1008,Taku-Late Timing,2007,652,NA,NA
CK,1008,Taku-Late Timing,2008,1773,NA,NA
CK,1008,Taku-Late Timing,2009,1041,NA,NA
CK,1008,Taku-Late Timing,2010,1537,NA,NA
CK,1008,Taku-Late Timing,2011,1294,NA,NA
CK,1008,Taku-Late Timing,2012,1062,NA,NA
CK,1008,Taku-Late Timing,2013,1146,NA,NA
CK,1008,Taku-Late Timing,2014,760,NA,NA
CK,1008,Taku-Late Timing,2015,1056,NA,NA
CK,1008,Taku-Late Timing,2016,395,NA,NA
CK,1008,Taku-Late Timing,2017,451,NA,NA
CK,1008,Taku-Late Timing,2018,323,NA,NA
CK,1008,Taku-Late Timing,2019,691,NA,NA
CK,1008,Taku-Late Timing,2020,895,NA,NA
CK,1008,Taku-Late Timing,2021,902,NA,NA
CK,1008,Taku-Late Timing,2022,952,NA,NA
CK,1008,Taku-Late Timing,2023,1121,NA,NA
CK,1007,Taku-Mid Timing,1975,1800,NA,NA
CK,1007,Taku-Mid Timing,1976,3000,NA,NA
CK,1007,Taku-Mid Timing,1977,3850,NA,NA
CK,1007,Taku-Mid Timing,1978,1620,NA,NA
CK,1007,Taku-Mid Timing,1979,2110,NA,NA
CK,1007,Taku-Mid Timing,1980,4500,NA,NA
CK,1007,Taku-Mid Timing,1981,5110,NA,NA
CK,1007,Taku-Mid Timing,1982,2533,NA,NA
CK,1007,Taku-Mid Timing,1983,968,NA,NA
CK,1007,Taku-Mid Timing,1984,1887,NA,NA
CK,1007,Taku-Mid Timing,1985,2647,NA,NA
CK,1007,Taku-Mid Timing,1986,3868,NA,NA
CK,1007,Taku-Mid Timing,1987,2906,NA,NA
CK,1007,Taku-Mid Timing,1988,4500,NA,NA
CK,1007,Taku-Mid Timing,1989,5141,NA,NA
CK,1007,Taku-Mid Timing,1990,7917,NA,NA
CK,1007,Taku-Mid Timing,1991,5610,NA,NA
CK,1007,Taku-Mid Timing,1992,5750,NA,NA
CK,1007,Taku-Mid Timing,1993,6490,NA,NA
CK,1007,Taku-Mid Timing,1994,4792,NA,NA
CK,1007,Taku-Mid Timing,1995,3943,NA,NA
CK,1007,Taku-Mid Timing,1996,7720,NA,NA
CK,1007,Taku-Mid Timing,1997,6095,NA,NA
CK,1007,Taku-Mid Timing,1998,2720,NA,NA
CK,1007,Taku-Mid Timing,1999,1900,NA,NA
CK,1007,Taku-Mid Timing,2000,2907,NA,NA
CK,1007,Taku-Mid Timing,2001,1552,NA,NA
CK,1007,Taku-Mid Timing,2002,4066,NA,NA
CK,1007,Taku-Mid Timing,2003,2126,NA,NA
CK,1007,Taku-Mid Timing,2004,4091,NA,NA
CK,1007,Taku-Mid Timing,2005,1213,NA,NA
CK,1007,Taku-Mid Timing,2006,1900,NA,NA
CK,1007,Taku-Mid Timing,2008,1437,NA,NA
CK,1007,Taku-Mid Timing,2009,1698,NA,NA
CK,1007,Taku-Mid Timing,2010,1730,NA,NA
CK,1007,Taku-Mid Timing,2011,1380,NA,NA
CK,1007,Taku-Mid Timing,2012,1300,NA,NA
CK,1007,Taku-Mid Timing,2013,1623,NA,NA
CK,1007,Taku-Mid Timing,2014,1040,NA,NA
CK,1007,Taku-Mid Timing,2015,1340,NA,NA
CK,1007,Taku-Mid Timing,2016,800,NA,NA
CK,1007,Taku-Mid Timing,2017,301,NA,NA
CK,1007,Taku-Mid Timing,2018,765,NA,NA
CK,1007,Taku-Mid Timing,2019,1070,NA,NA
CK,1007,Taku-Mid Timing,2020,1249,NA,NA
CK,1007,Taku-Mid Timing,2021,1034,NA,NA
CK,1007,Taku-Mid Timing,2022,1263,NA,NA
CK,1007,Taku-Mid Timing,2023,1542,NA,NA
CM,1001,Taku,1984,316,NA,NA
CM,1001,Taku,1985,1376,NA,NA
CM,1001,Taku,1986,80,NA,NA
CM,1001,Taku,1987,1533,NA,NA
CM,1001,Taku,1988,1089,NA,NA
CM,1001,Taku,1989,645,NA,NA
CM,1001,Taku,1990,748,NA,NA
CM,1001,Taku,1991,1063,NA,NA
CM,1001,Taku,1992,189,NA,NA
CM,1001,Taku,1993,345,NA,NA
CM,1001,Taku,1994,367,NA,NA
CM,1001,Taku,1995,218,NA,NA
CM,1001,Taku,1996,388,NA,NA
CM,1001,Taku,1997,485,NA,NA
CM,1001,Taku,1998,179,NA,NA
CM,1001,Taku,1999,164,NA,NA
CM,1001,Taku,2000,423,NA,NA
CM,1001,Taku,2001,250,NA,NA
CM,1001,Taku,2002,205,NA,NA
CM,1001,Taku,2003,268,NA,NA
CM,1001,Taku,2004,414,NA,NA
CM,1001,Taku,2005,258,NA,NA
CM,1001,Taku,2006,466,NA,NA
CM,1001,Taku,2007,482,NA,NA
CM,1001,Taku,2008,350,NA,NA
CM,1001,Taku,2009,231,NA,NA
CM,1001,Taku,2010,94,NA,NA
CM,1001,Taku,2011,177,NA,NA
CM,1001,Taku,2012,232,NA,NA
CM,1001,Taku,2013,269,NA,NA
CM,1001,Taku,2014,310,NA,NA
CM,1001,Taku,2015,95,NA,NA
CM,1001,Taku,2016,66,NA,NA
CM,1001,Taku,2017,236,NA,NA
CM,1001,Taku,2018,32,NA,NA
CM,1001,Taku,2019,118,NA,NA
CM,1001,Taku,2020,44,NA,NA
CM,1001,Taku,2021,29,NA,NA
CM,1001,Taku,2022,150,NA,NA
CM,1001,Taku,2023,61,NA,NA
CO,1013,Alsek,1991,8478,NA,NA
CO,1013,Alsek,1992,1145,NA,NA
CO,1013,Alsek,1993,788,NA,NA
CO,1013,Alsek,1994,1232,NA,NA
CO,1013,Alsek,1995,3564,NA,NA
CO,1013,Alsek,1996,3465,NA,NA
CO,1013,Alsek,1997,302,NA,NA
CO,1013,Alsek,1998,1961,NA,NA
CO,1013,Alsek,1999,2531,NA,NA
CO,1013,Alsek,2000,4791,NA,NA
CO,1013,Alsek,2001,746,NA,NA
CO,1013,Alsek,2002,9921,NA,NA
CO,1013,Alsek,2003,3689,NA,NA
CO,1013,Alsek,2004,750,NA,NA
CO,1013,Alsek,2005,663,NA,NA
CO,1013,Alsek,2006,420,NA,NA
CO,1013,Alsek,2007,299,NA,NA
CO,1013,Alsek,2008,4249,NA,NA
CO,1013,Alsek,2009,421,NA,NA
CO,1013,Alsek,2010,2361,NA,NA
CO,1013,Alsek,2011,2110,NA,NA
CO,1013,Alsek,2012,1272,NA,NA
CO,1013,Alsek,2013,7322,NA,NA
CO,1013,Alsek,2014,341,NA,NA
CO,1013,Alsek,2015,1810,NA,NA
CO,1013,Alsek,2016,2141,NA,NA
CO,1013,Alsek,2017,966,NA,NA
CO,1013,Alsek,2018,728,NA,NA
CO,1013,Alsek,2019,2180,NA,NA
CO,1013,Alsek,2020,3869,NA,NA
CO,1013,Alsek,2021,3559,NA,NA
CO,1013,Alsek,2022,971,NA,NA
CO,1013,Alsek,2023,11667,NA,NA
CO,1017,Lower Stikine,1984,517,NA,NA
CO,1017,Lower Stikine,1985,3870,NA,NA
CO,1017,Lower Stikine,1988,584,NA,NA
CO,1017,Lower Stikine,1989,4044,NA,NA
CO,1017,Lower Stikine,1990,3040,NA,NA
CO,1017,Lower Stikine,1991,2956,NA,NA
CO,1017,Lower Stikine,1992,3688,NA,NA
CO,1017,Lower Stikine,1993,530,NA,NA
CO,1017,Lower Stikine,1994,3725,NA,NA
CO,1017,Lower Stikine,1995,3752,NA,NA
CO,1017,Lower Stikine,1996,3245,NA,NA
CO,1017,Lower Stikine,1997,1057,NA,NA
CO,1017,Lower Stikine,1998,1093,NA,NA
CO,1017,Lower Stikine,1999,3872,NA,NA
CO,1017,Lower Stikine,2000,306,NA,NA
CO,1017,Lower Stikine,2001,7405,NA,NA
CO,1017,Lower Stikine,2002,12646,NA,NA
CO,1017,Lower Stikine,2004,3000,NA,NA
CO,1017,Lower Stikine,2005,3199,NA,NA
CO,1017,Lower Stikine,2006,2213,NA,NA
CO,1017,Lower Stikine,2007,1557,NA,NA
CO,1017,Lower Stikine,2008,1147,NA,NA
CO,1017,Lower Stikine,2009,2275,NA,NA
CO,1017,Lower Stikine,2010,1751,NA,NA
CO,1017,Lower Stikine,2011,2544,NA,NA
CO,1017,Lower Stikine,2012,339,NA,NA
CO,1017,Lower Stikine,2013,1640,NA,NA
CO,1017,Lower Stikine,2014,1195,NA,NA
CO,1017,Lower Stikine,2015,1181,NA,NA
CO,1017,Lower Stikine,2016,292,NA,NA
CO,1017,Lower Stikine,2017,1656,NA,NA
CO,1017,Lower Stikine,2018,1994,NA,NA
CO,1017,Lower Stikine,2019,398,NA,NA
CO,1017,Lower Stikine,2020,199,NA,NA
CO,1017,Lower Stikine,2021,2456,NA,NA
CO,1017,Lower Stikine,2022,1308,NA,NA
CO,1017,Lower Stikine,2023,6869,NA,NA
CO,1034,Taku-Early Timing,1986,426,NA,NA
CO,1034,Taku-Early Timing,1987,441,NA,NA
CO,1034,Taku-Early Timing,1988,1689,NA,NA
CO,1034,Taku-Early Timing,1989,437,NA,NA
CO,1034,Taku-Early Timing,1990,281,NA,NA
CO,1034,Taku-Early Timing,1991,634,NA,NA
CO,1034,Taku-Early Timing,1992,970,NA,NA
CO,1034,Taku-Early Timing,1993,326,NA,NA
CO,1034,Taku-Early Timing,1994,2112,NA,NA
CO,1034,Taku-Early Timing,1995,14,NA,NA
CO,1034,Taku-Early Timing,1996,4,NA,NA
CO,1015,Taku-Late Timing,1984,1480,NA,NA
CO,1015,Taku-Late Timing,1985,2320,NA,NA
CO,1015,Taku-Late Timing,1986,1095,NA,NA
CO,1015,Taku-Late Timing,1987,2100,NA,NA
CO,1015,Taku-Late Timing,1988,1308,NA,NA
CO,1015,Taku-Late Timing,1989,1670,NA,NA
CO,1015,Taku-Late Timing,1990,414,NA,NA
CO,1015,Taku-Late Timing,1991,1348,NA,NA
CO,1015,Taku-Late Timing,1992,1288,NA,NA
CO,1015,Taku-Late Timing,1993,70,NA,NA
CO,1015,Taku-Late Timing,1994,50,NA,NA
CO,1015,Taku-Late Timing,1995,421,NA,NA
CO,1015,Taku-Late Timing,1996,278,NA,NA
CO,1035,Taku-Mid Timing,1958,7402,NA,NA
CO,1035,Taku-Mid Timing,1985,14316,NA,NA
CO,1035,Taku-Mid Timing,1986,3067,NA,NA
CO,1035,Taku-Mid Timing,1987,1888,NA,NA
CO,1035,Taku-Mid Timing,1988,1923,NA,NA
CO,1035,Taku-Mid Timing,1989,712,NA,NA
CO,1035,Taku-Mid Timing,1990,669,NA,NA
CO,1035,Taku-Mid Timing,1991,1101,NA,NA
CO,1035,Taku-Mid Timing,1992,730,NA,NA
CO,1035,Taku-Mid Timing,1993,88,NA,NA
CO,1035,Taku-Mid Timing,1994,168,NA,NA
PKE,1019,Transboundary Fjords (even),1984,24165,NA,NA
PKE,1019,Transboundary Fjords (even),1986,7530,NA,NA
PKE,1019,Transboundary Fjords (even),1988,4329,NA,NA
PKE,1019,Transboundary Fjords (even),1990,13704,NA,NA
PKE,1019,Transboundary Fjords (even),1992,9252,NA,NA
PKE,1019,Transboundary Fjords (even),1994,36533,NA,NA
PKE,1019,Transboundary Fjords (even),1996,21696,NA,NA
PKE,1019,Transboundary Fjords (even),1998,28347,NA,NA
PKE,1019,Transboundary Fjords (even),2000,6529,NA,NA
PKE,1019,Transboundary Fjords (even),2002,5672,NA,NA
PKE,1019,Transboundary Fjords (even),2004,8464,NA,NA
PKE,1019,Transboundary Fjords (even),2006,21725,NA,NA
PKE,1019,Transboundary Fjords (even),2008,4704,NA,NA
PKE,1019,Transboundary Fjords (even),2010,8868,NA,NA
PKE,1019,Transboundary Fjords (even),2012,5826,NA,NA
PKE,1019,Transboundary Fjords (even),2014,2436,NA,NA
PKE,1019,Transboundary Fjords (even),2016,1369,NA,NA
PKE,1019,Transboundary Fjords (even),2018,1604,NA,NA
PKE,1019,Transboundary Fjords (even),2020,4739,NA,NA
PKE,1019,Transboundary Fjords (even),2022,2042,NA,NA
PKO,1020,Transboundary Fjords (odd),1985,72781,NA,NA
PKO,1020,Transboundary Fjords (odd),1987,73118,NA,NA
PKO,1020,Transboundary Fjords (odd),1989,35685,NA,NA
PKO,1020,Transboundary Fjords (odd),1991,24890,NA,NA
PKO,1020,Transboundary Fjords (odd),1993,1628,NA,NA
PKO,1020,Transboundary Fjords (odd),1995,1712,NA,NA
PKO,1020,Transboundary Fjords (odd),1997,5196,NA,NA
PKO,1020,Transboundary Fjords (odd),1999,23503,NA,NA
PKO,1020,Transboundary Fjords (odd),2001,9134,NA,NA
PKO,1020,Transboundary Fjords (odd),2003,15492,NA,NA
PKO,1020,Transboundary Fjords (odd),2005,15839,NA,NA
PKO,1020,Transboundary Fjords (odd),2007,12405,NA,NA
PKO,1020,Transboundary Fjords (odd),2009,9234,NA,NA
PKO,1020,Transboundary Fjords (odd),2011,17775,NA,NA
PKO,1020,Transboundary Fjords (odd),2013,4666,NA,NA
